name, success_rate, success_count, totol_problem_count, problems_solved, compilation_error_rate, compilation_error_count, total_answer_count, problems_w_ce, ce_rate_list, first_success_pos, avg_first_success_pos, avg_success_rate, first_success_count, first_success_rate
codet5-base_sufu__test(2025-06-29_23-21-14/80),32.76%,19.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 22, 23, 29, 31, 36, 41, 44, 47, 49, 50, 55]",79.48%,461.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.1, 0.8, 0.5, 1.0, 0.3, 0.8, 1.0, 0.2, 1.0, 0.8, 1.0, 1.0, 0.4, 0.9, 1.0, 1.0, 0.6, 1.0, 1.0, 0.8, 1.0, 1.0, 0.9, 0.9, 1.0, 1.0, 1.0, 1.0, 0.9, 0.6, 1.0, 0.4, 1.0, 1.0, 1.0, 0.4, 0.3, 0.7, 0.1, 1.0, 0.8, 0.5, 1.0, 1.0, 0.9, 1.0, 1.0, 0.3, 0.9, 0.6, 0.6, 1.0, 1.0, 0.7, 1.0, 0.9, 0.9, 0.6]","[0, 5, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 8, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 0, 10, 10]",6.98,10.69%,16.0,27.59%
codet5-base_sufu__test(2025-06-29_23-21-14/100),31.03%,18.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 22, 23, 29, 31, 36, 41, 47, 49, 50, 55]",80.17%,465.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.6, 0.5, 1.0, 1.0, 0.8, 0.5, 1.0, 0.3, 1.0, 0.7, 1.0, 1.0, 0.7, 1.0, 1.0, 1.0, 0.4, 1.0, 1.0, 0.6, 1.0, 1.0, 0.7, 0.5, 1.0, 1.0, 1.0, 0.6, 1.0, 0.5, 1.0, 0.8, 0.9, 1.0, 1.0, 0.4, 0.8, 0.5, 0.5, 1.0, 0.8, 0.6, 1.0, 1.0, 0.9, 0.9, 0.9, 0.4, 0.9, 0.5, 0.7, 1.0, 1.0, 0.6, 1.0, 0.7, 0.9, 0.4]","[0, 0, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 0, 10, 10]",6.9,9.31%,18.0,31.03%
codet5-base_sufu__test(2025-06-29_23-21-14/120),31.03%,18.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 22, 23, 29, 31, 36, 41, 47, 49, 50, 55]",80.86%,469.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.6, 0.6, 1.0, 1.0, 0.6, 0.7, 1.0, 0.3, 1.0, 0.4, 1.0, 1.0, 0.4, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 0.8, 0.8, 0.9, 1.0, 1.0, 0.7, 1.0, 0.4, 1.0, 0.7, 1.0, 1.0, 1.0, 0.8, 0.6, 0.6, 0.7, 1.0, 0.8, 0.4, 1.0, 1.0, 0.9, 0.9, 1.0, 0.5, 0.8, 0.5, 0.7, 1.0, 1.0, 0.7, 1.0, 0.6, 0.9, 0.6]","[0, 0, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 0, 10, 10, 10, 1, 10, 10, 10, 10, 10, 0, 1, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 0, 10, 10]",6.93,11.72%,16.0,27.59%
codet5-base_sufu__test(2025-06-29_23-21-14/140),31.03%,18.0,58.0,"[0, 4, 5, 7, 9, 12, 16, 22, 23, 29, 31, 32, 36, 41, 47, 49, 50, 55]",82.93%,481.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.8, 0.7, 1.0, 1.0, 0.5, 0.4, 1.0, 0.4, 1.0, 0.8, 1.0, 1.0, 0.7, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 0.7, 1.0, 1.0, 0.8, 0.7, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.6, 0.8, 1.0, 1.0, 0.8, 0.5, 0.5, 0.3, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4, 1.0, 0.1, 0.6, 1.0, 1.0, 0.9, 1.0, 0.7, 1.0, 0.5]","[0, 10, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 2, 10, 10, 10, 1, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 0, 10, 0, 3, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 0, 10, 10]",7.0,10.00%,15.0,25.86%
codet5-base_sufu__test(2025-06-29_23-21-14/160),32.76%,19.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 22, 23, 29, 31, 32, 36, 41, 47, 49, 50, 55]",83.10%,482.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.4, 0.9, 1.0, 1.0, 0.5, 0.6, 1.0, 0.3, 1.0, 0.8, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 0.7, 1.0, 1.0, 0.8, 1.0, 1.0, 0.9, 0.9, 1.0, 0.9, 1.0, 1.0, 1.0, 0.7, 1.0, 0.6, 0.9, 1.0, 1.0, 1.0, 0.4, 0.7, 0.5, 1.0, 0.7, 0.6, 1.0, 1.0, 0.7, 1.0, 1.0, 0.4, 0.8, 0.6, 0.4, 1.0, 1.0, 0.8, 1.0, 0.7, 1.0, 0.4]","[0, 1, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 4, 10, 10, 10, 0, 10, 10, 10, 10, 10, 1, 0, 10, 10, 10, 10, 10, 0, 10, 0, 9, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 3, 0, 10, 10, 10, 10, 0, 10, 10]",7.03,11.21%,14.0,24.14%
codet5-base_sufu__test(2025-06-29_23-21-14/180),31.03%,18.0,58.0,"[0, 1, 4, 5, 7, 9, 16, 22, 23, 29, 31, 36, 41, 44, 47, 49, 50, 55]",86.38%,501.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.6, 0.6, 1.0, 1.0, 0.8, 0.7, 1.0, 0.4, 1.0, 0.7, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4, 1.0, 1.0, 0.8, 1.0, 1.0, 0.8, 0.8, 1.0, 1.0, 1.0, 0.9, 1.0, 0.6, 1.0, 0.7, 1.0, 1.0, 1.0, 0.9, 0.9, 0.5, 0.5, 1.0, 0.9, 0.6, 1.0, 1.0, 0.8, 1.0, 1.0, 0.6, 0.8, 0.8, 0.8, 1.0, 1.0, 0.9, 1.0, 0.8, 0.9, 0.6]","[0, 7, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 3, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 2, 10, 10, 0, 10, 4, 0, 10, 10, 10, 10, 0, 10, 10]",7.17,8.10%,14.0,24.14%
codet5p-220m_sufu__test(2025-06-29_23-21-14/20),32.76%,19.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 13, 16, 22, 23, 29, 31, 36, 41, 47, 49, 50, 55]",72.41%,420.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.6, 0.7, 1.0, 1.0, 0.2, 0.4, 1.0, 0.3, 1.0, 0.7, 1.0, 1.0, 0.2, 0.8, 1.0, 1.0, 0.2, 0.8, 1.0, 0.9, 1.0, 1.0, 0.3, 0.8, 0.7, 1.0, 1.0, 0.2, 0.9, 0.4, 0.9, 0.4, 0.6, 1.0, 0.9, 0.6, 0.2, 0.8, 0.5, 1.0, 0.6, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.8, 0.3, 0.4, 1.0, 1.0, 0.6, 1.0, 0.5, 1.0, 0.4]","[0, 4, 10, 10, 0, 0, 10, 0, 10, 2, 10, 10, 0, 7, 10, 10, 2, 10, 10, 10, 10, 10, 0, 4, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 0, 10, 10]",7.05,13.62%,14.0,24.14%
codet5p-220m_sufu__test(2025-06-29_23-21-14/40),34.48%,20.0,58.0,"[0, 1, 4, 5, 7, 8, 9, 12, 16, 22, 23, 29, 31, 36, 41, 44, 47, 49, 50, 55]",79.31%,460.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.7, 0.8, 1.0, 1.0, 0.6, 0.7, 1.0, 0.6, 0.8, 0.8, 1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 0.4, 1.0, 1.0, 0.4, 1.0, 1.0, 0.6, 0.9, 0.7, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0, 0.5, 0.7, 1.0, 0.8, 0.8, 0.6, 0.3, 0.5, 1.0, 0.5, 0.8, 1.0, 1.0, 0.8, 1.0, 1.0, 0.5, 0.6, 0.3, 0.6, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0, 0.4]","[0, 0, 10, 10, 0, 0, 10, 0, 3, 0, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 1, 10, 10, 10, 10, 10, 0, 10, 9, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 1, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 0, 10, 10]",6.79,8.10%,16.0,27.59%
codet5p-220m_sufu__test(2025-06-29_23-21-14/60),34.48%,20.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 22, 29, 31, 32, 36, 41, 44, 47, 49, 50, 52, 55]",76.55%,444.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.4, 0.7, 1.0, 1.0, 0.2, 0.4, 1.0, 0.0, 1.0, 0.8, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 0.1, 1.0, 1.0, 0.5, 1.0, 1.0, 0.8, 0.7, 1.0, 1.0, 1.0, 0.9, 0.8, 0.4, 1.0, 0.5, 0.6, 1.0, 0.9, 1.0, 0.3, 0.9, 0.5, 1.0, 0.4, 0.2, 1.0, 1.0, 0.7, 1.0, 1.0, 0.4, 0.7, 0.7, 0.8, 1.0, 0.8, 0.8, 1.0, 0.5, 1.0, 0.1]","[0, 0, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 0, 10, 0, 4, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 1, 10, 10, 0, 10, 1, 0, 10, 1, 10, 10, 0, 10, 10]",6.67,14.83%,16.0,27.59%
codet5p-220m_sufu__test(2025-06-29_23-21-14/80),31.03%,18.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 20, 22, 29, 31, 36, 41, 47, 49, 50, 55]",80.34%,466.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.8, 0.8, 1.0, 1.0, 0.3, 0.7, 1.0, 0.4, 1.0, 0.9, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 0.3, 1.0, 1.0, 0.7, 0.9, 1.0, 0.5, 0.9, 0.7, 1.0, 1.0, 1.0, 1.0, 0.6, 0.9, 0.4, 0.6, 1.0, 1.0, 1.0, 0.3, 0.4, 0.3, 1.0, 0.8, 0.4, 1.0, 1.0, 1.0, 0.8, 1.0, 0.2, 1.0, 0.6, 0.6, 1.0, 1.0, 0.5, 1.0, 0.7, 1.0, 0.8]","[0, 0, 10, 10, 0, 0, 10, 0, 10, 3, 10, 10, 4, 10, 10, 10, 0, 10, 10, 10, 1, 10, 0, 10, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 0, 10, 10]",7.03,11.38%,15.0,25.86%
codet5p-220m_sufu__test(2025-06-29_23-21-14/100),36.21%,21.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 20, 22, 23, 29, 31, 35, 36, 41, 47, 49, 50, 52, 55]",80.00%,464.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.7, 0.7, 0.9, 1.0, 0.3, 0.6, 1.0, 0.6, 1.0, 0.5, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.8, 0.9, 1.0, 0.7, 0.8, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.4, 0.4, 1.0, 1.0, 0.6, 0.3, 0.7, 0.8, 1.0, 0.7, 0.4, 1.0, 1.0, 1.0, 1.0, 0.9, 0.7, 0.7, 0.7, 0.8, 1.0, 0.9, 0.9, 1.0, 0.4, 1.0, 0.5]","[0, 1, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 6, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 6, 10, 10, 0, 10, 10]",6.6,12.07%,18.0,31.03%
codet5p-220m_sufu__test(2025-06-29_23-21-14/120),36.21%,21.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 20, 22, 23, 29, 31, 32, 36, 41, 47, 49, 50, 52, 55]",78.79%,457.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.5, 0.8, 1.0, 1.0, 0.4, 0.5, 1.0, 0.4, 1.0, 0.7, 1.0, 1.0, 0.4, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.9, 0.6, 1.0, 0.7, 0.7, 1.0, 1.0, 1.0, 0.9, 1.0, 0.7, 1.0, 0.3, 0.5, 1.0, 1.0, 0.5, 0.4, 0.6, 0.3, 1.0, 0.7, 0.7, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 0.7, 0.7, 1.0, 0.9, 0.7, 1.0, 0.3, 1.0, 0.2]","[0, 0, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 0, 10, 0, 1, 10, 10, 10, 10, 10, 0, 10, 0, 2, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 0, 10, 10, 0, 10, 10]",6.43,13.45%,19.0,32.76%
codet5p-770m_sufu__test(2025-06-29_23-21-14/20),32.76%,19.0,58.0,"[0, 4, 5, 7, 9, 12, 16, 20, 22, 23, 29, 31, 36, 41, 47, 49, 50, 52, 55]",83.62%,485.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.4, 0.8, 0.9, 1.0, 0.9, 0.8, 1.0, 0.3, 0.9, 0.6, 1.0, 1.0, 0.4, 1.0, 1.0, 1.0, 0.6, 1.0, 1.0, 0.6, 0.8, 1.0, 0.9, 0.6, 0.9, 1.0, 1.0, 0.6, 1.0, 0.9, 1.0, 0.4, 1.0, 1.0, 1.0, 0.7, 0.9, 0.7, 0.8, 1.0, 0.9, 0.8, 1.0, 1.0, 0.8, 0.6, 1.0, 0.7, 0.9, 0.3, 0.7, 1.0, 0.7, 1.0, 1.0, 0.9, 0.8, 1.0]","[0, 10, 10, 10, 0, 0, 10, 2, 10, 3, 10, 10, 3, 10, 10, 10, 1, 10, 10, 10, 0, 10, 1, 0, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 0, 10, 10, 0, 10, 10]",6.9,6.21%,14.0,24.14%
codet5p-770m_sufu__test(2025-06-29_23-21-14/40),24.14%,14.0,58.0,"[0, 1, 7, 9, 13, 16, 20, 23, 29, 31, 32, 44, 52, 55]",87.59%,508.0,580.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.0, 0.7, 0.7, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.7, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 0.5, 1.0, 1.0, 0.9, 0.9, 1.0, 1.0, 0.7, 1.0, 1.0, 1.0, 0.9, 1.0, 0.6, 1.0, 0.7, 0.7, 1.0, 1.0, 0.7, 1.0, 0.8, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 0.9, 1.0, 1.0, 0.8, 1.0, 0.9]","[0, 2, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 5, 10, 10, 0, 10, 10, 10, 1, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 0, 10, 10]",7.81,7.24%,8.0,13.79%
codet5p-770m_sufu__test(2025-06-29_23-21-14/60),37.93%,22.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 13, 16, 20, 22, 23, 29, 31, 32, 36, 41, 44, 47, 49, 52, 55]",79.14%,459.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.2, 0.7, 0.9, 1.0, 0.5, 0.6, 1.0, 0.4, 0.8, 0.7, 1.0, 1.0, 0.2, 0.9, 1.0, 1.0, 0.4, 0.9, 1.0, 1.0, 0.9, 1.0, 0.8, 0.7, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.9, 0.4, 0.4, 1.0, 1.0, 0.7, 0.5, 0.7, 0.5, 1.0, 1.0, 0.7, 1.0, 1.0, 0.5, 0.8, 0.9, 0.5, 0.6, 0.5, 1.0, 1.0, 0.8, 0.7, 1.0, 0.6, 1.0, 0.8]","[0, 3, 10, 10, 0, 0, 10, 0, 10, 2, 10, 10, 0, 4, 10, 10, 0, 10, 10, 10, 1, 10, 0, 1, 10, 10, 10, 10, 10, 0, 10, 2, 4, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, 10, 10, 0, 10, 0, 10, 10, 1, 10, 10, 0, 10, 10]",6.52,10.17%,14.0,24.14%
codet5p-770m_sufu__test(2025-06-29_23-21-14/80),39.66%,23.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 13, 16, 20, 22, 23, 29, 31, 32, 36, 41, 44, 47, 49, 50, 52, 55]",80.86%,469.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.4, 0.6, 1.0, 1.0, 0.5, 0.9, 1.0, 0.5, 1.0, 0.7, 1.0, 1.0, 0.7, 0.8, 1.0, 1.0, 0.1, 1.0, 1.0, 0.9, 0.8, 1.0, 0.8, 0.8, 1.0, 0.7, 1.0, 0.9, 1.0, 0.6, 1.0, 0.8, 0.8, 0.9, 1.0, 0.8, 0.5, 0.8, 0.4, 1.0, 0.9, 0.5, 1.0, 1.0, 0.8, 0.9, 1.0, 0.8, 1.0, 0.5, 0.5, 1.0, 0.8, 0.5, 1.0, 0.7, 1.0, 0.3]","[0, 5, 10, 10, 0, 1, 10, 0, 10, 2, 10, 10, 1, 2, 10, 10, 0, 10, 10, 10, 0, 10, 0, 1, 10, 10, 10, 10, 10, 0, 10, 0, 2, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 1, 10, 10, 2, 10, 0, 0, 10, 0, 10, 10, 0, 10, 10]",6.33,12.24%,14.0,24.14%
codet5p-770m_sufu__test(2025-06-29_23-21-14/100),39.66%,23.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 13, 16, 20, 22, 23, 29, 31, 32, 36, 41, 44, 47, 49, 50, 52, 55]",31.90%,185.0,580.0,"[1, 4, 5, 7, 8, 9, 12, 13, 14, 16, 17, 19, 20, 22, 23, 24, 25, 27, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 44, 45, 47, 48, 49, 50, 52, 53, 55, 56, 57]","[0.0, 0.7, 0.0, 0.0, 0.3, 0.2, 0.0, 0.2, 0.9, 0.4, 0.0, 0.0, 0.4, 0.3, 0.3, 0.0, 0.3, 1.0, 0.0, 0.2, 0.7, 0.0, 0.5, 0.5, 0.8, 1.0, 0.0, 1.0, 0.0, 0.3, 0.0, 0.6, 0.3, 0.9, 1.0, 0.6, 0.3, 0.3, 0.1, 0.0, 0.5, 0.2, 0.0, 0.0, 0.4, 0.9, 0.0, 0.5, 0.2, 0.2, 0.2, 0.0, 0.6, 0.1, 0.0, 0.4, 0.1, 0.1]","[0, 3, 10, 10, 0, 0, 10, 0, 10, 1, 10, 10, 0, 5, 10, 10, 0, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 4, 10, 10, 0, 10, 0, 0, 10, 0, 10, 10, 0, 10, 10]",6.26,15.34%,19.0,32.76%
codet5p-770m_sufu__test(2025-06-29_23-21-14/120),0.00%,0.0,58.0,[],50.00%,290.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",10.0,0.00%,0.0,0.00%
